Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text,Sentiment
509520,B0044QFQ64,A1YAHT01D68D7J,Y. A. Hobson,1,2,1,1330300800,Not for my dogs,"My dogs seemed to really like these the first time I gave them one.  However, when I gave them a second one a few days later, I noted that my Lab and Boxer wound up with diarrhea and my Rottweiler was forcing herself to throw up until she finally brought up a huge piece of the filling.  It was hard like a rock and you could tell that many pieces of the filling had fused together.  I shudder to think what would have happened had she not been able to bring it up.  She won't even look at these treats - nor will my boxer.  My Lab seemsed to really like these so I cut them into smaller pieces and he did fine - but I will never buy these again.<br />I have read a lot about these treats and realize my dogs may not have normal reaction to these treats.  It appears to be a love/hate - either the dogs really do well and love them or - like my dogs - don't do well and really hate them.",negative
392070,B0013ES5WC,A9WDKTS07IJE3,LindzFawn,1,1,1,1326672000,Do NOT Purchase,"Do not purchase this product, this is a picture of the old package. You can purchase this same item from Amazon through a different web site for almost half the price. Do your research to view the new package, then order that product. I am not happy I spent 40$ on 4 of these when I could have spend about $20-25.",negative
393789,B00473U3BM,A3PBE97N3O6KQW,Margaret Clegg,1,1,5,1309564800,Great cake - freezes well,"My dad requested chocolate cake for Father's day and I thought I would try this brand for the first time. I failed to read the box first and make the cake in the steps it called for. It was a little dry, but that wouldn't have happened if I had read the instructions first. I made a two layer cake and everyone thought it tasted great. I still have a quarter of it in the freezer, and it thaws well. I am looking forward to trying some of their other products now as well.",positive
498165,B0030VBPN2,A3NL2PY3UXN5G6,beibei,0,0,2,1330646400,Sent me the Wrong Size.!,"This flavor is the only kind of pouch my baby girl likes. I used to order the 3.5 pouch. now she's 14 months old, I decided to order the bigger pouch.. However.. they sent me the 3.5 ounce pouch instead. I didn't bother to return it and order again... I thought people make mistakes sometimes. But I see other reviewers having the same problem... I hope they send me the right one this time because I just ordered.. if not... I would think they are doing this on purpose.. and they have a problem.",negative
191491,B000WFN0VO,A2QN3DLPE7K80B,John T. Rosa,4,6,1,1296777600,wellness canned cat food,"We bought a case of this cat food and our cats liked it and seemed to do well.  After it was gone, we bought a 2nd case and all 3 of our cats became violently ill and vomited after eating it.  Thought it might have been a bad can so we tossed what was left.  Gave them another can the next day and same thing, all three cats became sick, vomited, lethargic and stopped eating for several days.  We went back to a food from our vets and now after several days they are OK again and eating normally.  I don't know if this was just a bad case of food or if Wellness has a quality control problem, but I would hesitate to purchase another product from Wellness.",negative
88780,B003ULJIP4,A2H8OLTO0I2F6J,carrieplant,1,1,4,1331337600,Tea for every mood,"I have an office in an extremely remote and often frigid location and sometimes have co-workers visiting.  I try to make the workspace welcoming and hospitable.  I set out a box of other assorted teas and a box of this Numi assortment and visitors ALWAYS go straight for the Numi.  This also serves me well because I can pick out a tea to suit my mood, whatever the occasion.  All of the teas have great, deep flavor.",positive
342537,B000084F3X,A1H8NAVEQBP92W,Cynthia,0,0,2,1350864000,Too Small,This is for puppies the bag is super small!!!The bag didn't last more than a day. I thought it was funny when I got the bag I thought it was a gift to be honest!!!,negative
553108,B001E5E0TW,A11S0LC86YSFA3,NShindo,0,0,5,1346112000,Very good coffee,"This coffee is bold but not bitter. One of the best I have tried, I recommend this coffee for who likes strong but not bitter coffee.",positive
368569,B005K4Q1W2,AB1D1TVIEQWMQ,"SamDanae ""samdanae""",7,7,1,1319155200,Extremely unpleasant taste,"I was very hopeful about this product.  While I did not expect anything close to real apple cider, an occasional warm apple flavored drink at work was a welcome idea.  And while this product is sugar free (sweetened with aspartame), that didn't scare me away as I've enjoyed some other drink products sweeted with aspartame.  Well, I brought my new purchase to work this morning, and brewed my first cup.  The aroma was pleasant ... could smell the apple right away and then a few moments later could smell the caramel.  But then I tasted it - and it was awful!  I sipped it hot, sipped it warm, and even tried another cup with a different amount of water.  I'm done!  The taste is extremely chemical with little to no apple taste (nor caramel).  Not sure if I can return the product (will be checking) but if not I will be throwing it away as I would not be comfortable offering to anyone!",negative
23018,B004ZIER34,A386NVAVQV5WUO,"Richard D. Cappetto ""RickDC""",0,0,5,1314835200,Taste Great Less Pain!!!,"OK I know cute tittle! Let me first say I received this product free as part of amazon.com's VINE Program to generate reviews. I have has heartburn/acid reflux since I was a teenager (yes nervous kid) and I am always looking for low acid products. This Puroast Low Acid coffee taste great, you cannot tell, the difference between this and any fine french roast and you won't get heartburn. So I can give this a high recommendation.",positive
24174,B0013NUGDE,AXXWXM6K66YMZ,immelbatoast,5,10,1,1224288000,Too strong IMO,"I bought the popchips variety pack to try the different flavors and I kept an open mind but I just don't like this flavor.  Their other flavors like BBQ & salt and vinegar are great, but these are REALLY peppery.  I can't even taste the salt on them because the pepper is so overwhelming.  Might be your bag of tea if you like a lot of pepper on food, but my husband puts pepper on everything and even he said there was too much pepper here.",negative
186491,B001L4JH5I,A3R3AY9J9KLIZL,David K. Mccombs,0,0,5,1268006400,"Gluten free, but you wouldn't know it.",We use this with our bread maker.  It is the closest thing to a wheat bread taste we could find.,positive
539877,B001E4Q5GO,A3OXHLG6DIBRW8,"C. F. Hill ""CFH""",0,0,4,1236384000,Really Very Good Diet Hot Cocoa! Recommended!,"""Swiss Miss Diet Hot Cocoa"" is a very good Hot Chocolate drink mix! Being a Type 2 Diabetic, I am always looking for sweet tasting snacks and drinks that will not effect my blood sugar levels.<br /><br />Like most diet products, this does not taste quite as good as the regular version, but it is as close as we have found. It is really very satisfying and low in calories as well.<br /><br />Highly recommended!",positive
546821,B0018CEABE,A3MQAG0QLVTK7A,George A. Mchugh,3,3,5,1319673600,great dog food at the lowest cost,"I bought the chicken meal and rice formula because I suspected my 8 year old Lab mix might have a food allergy related to corn or soy. Well, she does not. However I did learn a lot about dog food in the process. According to [...]  Canidae rates four stars whereas as everything on the shelf at my local Wal-Mart rates only one star. I was considering Blue Buffalo and other brands but they were $15 or higher in cost.<br />  I saved money buying Canidae and received dog food with the highest quality ingredients! I highly recommend it.<br />  One thing I must note. Some dog owners have reported reactions to changing to this brand. Although Canidae gives detailed instructions on their website on how to transition your dog to new dog food, they do not give these instructions on the bag. I strongly advise you to visit their website.",positive
343391,B00004RBDU,A1ONOHNH76N4XJ,dennis bracci,1,1,5,1311724800,buy it,this product really works!!! purchased 3 with extra stick pads.kills fleas and other bugs with no chemicals. i highly recommend this product.,positive
311321,B000WFNO6A,AW19C28VWM0L5,"Mark Twain ""Sam""",1,2,5,1303516800,Fantastic food!  Don't listen to the haters...,"We love this dog food and so does our dog.  Reading all of these bad reviews, they sound like advertisements for whatever other food they recommend (Blue Buffalo whatever...).  The bottom line is, read the ingredients label and find out for yourself what is in the food.  There's nothing but great stuff for your dog in here...I don't know how all dogs would suddenly get diarrhea from eating food that consiste of chicken/turkey/vegetables/etc.?  Obviously there are other great foods out there as well, but this one is terrific, my dog loves it, and it's reasonably priced for what it is.  Our dog has always been very healthy with this food, has a great coat and plenty of energy.  We couldn't be happier with this.  Again, don't take anyone else's word for it...just read the label and pick out a food that works for you.",positive
463489,B000GW67KY,A3SYL423X4ZTAG,Brea Hasselbring,1,1,1,1311120000,Moldy!,"Just letting ya know that I bought a pack of these before..they were perfectly fine..this time? no. They were moldy, so I just threw them out, what a waste of money!!",negative
334812,B0050CROKC,A2SL7TIMN8U9QC,"Cristine M. Shuldberg ""cris""",0,0,5,1338768000,frozen pops,all i can say is that these are yummy. highly recommend. all be it a little pricy.highly recommend them over other frozen products.,positive
420398,B008JKSJJ2,A3GSZWOVHBAZ4O,Sarah Ducich,123,139,2,1282003200,Changed Formula,"These were a staple for my gluten-free teenager until a few months ago when she started complaining that they tasted different, not in a good way.  We found out that the company has moved to a new factory/producer and that the formula has changed in some ways.  The flavor is not as fresh and tastes more like processed food. We are really disappointed and are hoping that the company can somehow find its way back to making really great bars.",negative
129452,B000IXUK54,A34ANJ0BNJPJIT,Forest,0,0,5,1332288000,Great Candy!,"This candy arrived on time, in an undamaged box. Brought it to work the next day, and all 36 bars were gone in less than 8 hours. Everyone loved them, and said how fresh they tasted. Thanks alot!",positive
321925,B000LKZK90,ATN9AQSHMSPAQ,jen1,2,3,1,1302393600,Sukhi's Spice Mix Packets,I tried a couple of the Sukhi's spice mix packets. They had good flavor but are way over-priced for the amount of spice you get. The Gobi Aloo mix had 0.4 oz of spice which was barely enough to flavor the 2 cups of vegetables called for which is supposed to be 4 servings. One half cup of vegetables for a serving is pretty small in my opinion. If there was a decent amount of spice in the packet I would rate it higher. I got it on sale at $2 a packet and even at that price it felt like a rip-off.,negative
67804,B000G6MBUA,A3TEMXOLE1APPZ,"A. Nichols ""upteeajn2""",0,0,2,1210809600,Good and tangy,"I agree with the other review, these chips are not for a sore mouth or tender gums. The chips are very hard and the taste is delightful if you enjoy the salt/vinegar combo. Unfortunately, every bag I received in that case was over cooked! They were very dark and only a few golden brown chips in each bag. They definitely need to improve that!",negative
156240,B000XSCXIG,A1TBCAEI9RFDVX,Avi,0,0,1,1350864000,didn't get what i asked for,"the one i got says ""cleanse"" on the box, I don't know what it means, but I know that I picked the one that doesn't say ""cleanse"" on the box. i'm all the more angry because that one costs way cheaper. and all the more am i angry because i'm not going to bother to go through the refund process. plus it took it ages to arrive",negative
36621,B004CLCEDE,A33H9O4197MMTU,Jill Wheeler,0,2,1,1318291200,Its a Miracle anyone would eat this!,Don't know who has the stomach to eat this but I ended up throwing them away - who wants a bag of white worms?  Can't get beyond the look of these things... ditto for the Black Worms,negative
331178,B0045S3WR6,A1GK0H99ALG3QP,J. Long,0,0,4,1317427200,"Great xBold Coffee, Horrible Price",$27 for 18 Kcups?!? Really? Go to Target or the grocery store and spend $9 (or buy three for the $27 and get 54 cups). It is really good if you want really bold coffee. Nice deep flavor profile.,positive
242138,B009KPU93E,A3JLECMNWC4LDY,Lorinzo,0,1,1,1327449600,I can't decide if the outhouse or my cozy toilet is the better place for this product.,"After trying this for myself, I suspected that those high ratings were only illusions. My husband told me that company's consider these reviews as just another form of advertising and pay people to lie about a product's quality. I really can't imagine anyone thinking this product is drinkable, let alone, pleasurable. If you want a couple recommendations on decent tasting t-discs for your Tassimo machine, the Jacobs Latte Macchiato isn't bad if you add sugar. This morning though, I drank it after I tried the Voluptuoso and my mouth has a metallic taste to it. Not sure which one is responsible. Another thing, the milk in the disc tastes sour, but when you add sugar, there is a decent flavor there. For the 2nd decent beverage, you can take the Kenco Crema with some Coffee Mate's Spiced Pumpkin and Vanilla Spiced Chai (a liberal amount) creamers, with enough sugar, and have a nice smooth cappaccino. I've tried about nine flavors now, and the coffee, cremas, most lattes and cappaccinos, have the same inferior quality in looks and taste, as a cheap instant coffee, as well as, having your mouth taste like you just drank the contents of an ashtray. Kenco Crema is the only one that did not taste like nicotene. These are the coffees I've tried: Gevailia Cappaccino, Maxwell House - House Blend, Hag Crema Decaf, Jacobs Kronung, Carte Noire Voluptuoso Classic, Kenco Crema and Jacob's Macchiato. After finding one inferior brew after another, I've given up looking for a good cup of black coffee and/or cappaccino, for the Tassimo. Don't do what I did, which was believe all the positive reviews and downplay the critical reviews. My curiousity has been appeased after spending $34 in Tassimo beverages. Thankfully, 2 packages were free. Now I can either spend more money in S&H to return them, or drink all 56 cigarettes...coffee I mean. Oh by the way, for a tasty hot chocolate beverage, try Celestial Seasonings ""Tuscanny"" 1 bag made strong, followed by 2 pkgs Carnation Instant Hot Chocolate, with mini marshmellows, and hot water in a tall to-go insulated mug. Amazon sells both, but you can get the chocolate mix on sale for about $1.50 in a grocer.",negative
367422,B0011X5S98,A11NOXIBYIZKDM,pondscum,0,0,5,1332028800,glad to find this tea again,"I used to stock up on this tea during the holiday season, but this past winter was unable to find it at local stores.  Yay for Amazon getting it back in stock.  In spite of the ""nut"" in the name, I believe it has no nut flavoring, just vanilla and cinnamon.  Very tasty!",positive
155419,B000GAT6NG,A2K2PML6QPYJ9O,Caroline Connor,0,1,5,1304121600,Nutiva Organic Extra Virgin Coconut Oil 54 once jar,IF you want to change you life for the better and loss weight naturally this is the product for you.  Highly recommend.,positive
465214,B003VQXYMQ,A23O1Q7ZJ5SO0M,"KATHYRN M. WIITAFISK ""K cup crazy""",0,0,2,1304899200,This is Hot chocloate??,Was disappointed in the quality of the chocolate.  It tasted kind of like coconut??  Will not purchase again.,negative
271568,B000F9J43K,A22XI6PMIP99UF,Xi Jin,18,21,1,1268265600,Junk,"Low quality.<br />Self Hand packed.<br />No Producer,<br />No ""Best Before"" Date,<br />No Nutrition Fact,<br />INGREDIENTS Contains ""SULPHITES""",negative
184628,B001BCVY4W,A2K3DB7X56UXLZ,JC Chupack,2,2,5,1228089600,Pleasing for the cat and for me - a good alternative for my Fancy Feast Elegant Medleys addict,"My cat is addicted to Fancy Feast Elegant Medleys.  It doesn't matter if I buy him expensive or cheap alternatives; he won't touch it unless it has those garden greens!  When I saw the new offerings from Petite Cuisine, I decided to give it a try with him.  After all, they have some veggie content, which I figured might appease his tastes.<br /><br />There are a few things I look for in a wet cat food.  First, I want it to have real ingredients listed.  I don't like for it to have by-products.  (FF:EM does, but he's addicted, so I suppress my concern by giving him great-for-him dry food)  Second, I don't want it to stink.  If it turns my stomach when I open a can, I don't care how much he likes it, I'm not serving it.  Third, it needs to come out of the can easily.<br /><br />Petite Cuisine met or exceeded all of my basic criteria.  Next was the big question:  would my addict take to this new brand?<br /><br />With FF:EM, my cat usually begs for it, sniffs it, and then wanders off.  He returns at his leisure at some point and chows down the whole mass in one sitting.  Occasionally, he will wolf it down immediately. So, consider that the baseline behavior.  He has self-feeding access to dry food, and he gets a 3-oz can of wet food at most twice a day (sometimes he doesn't seem to want the second can).<br /><br />I fed him his first Petite Cuisine can from this box, in Chicken Pot Pie flavor, as his second feeding for the day.  I was surprised that this flavor really seemed like a soup and had real (I'm assuming) pieces of carrot and corn.  It really looks like people food.  He seemed to really enjoy the ""soupy"" broth.  This was his second daily feeding and yet he gulped it down for awhile before wandering off.  He came back later in the evening and finished off the rest.  Success!<br /><br />The next day, I started him with a can of the Sesame Chicken.  It smelled pleasantly like Asian food.  His reaction was to sniff and wander off.  After 12 hours, he hadn't touched it but had eaten a large helping of dry food.  So, he was clearly hungry, but didn't want to touch this flavor.  I washed the remains away and gave him a can of FF:EM.  It was gone within a minute.<br /><br />So, I wondered if he'd just been particularly hungry on the Pot Pie day.  A few mornings later, I did Pot Pie for the morning feeding, and I observed the same behavior.  He drank the broth right away and came back later to finish off the bits.  I also re-tested the Sesame Chicken on a day when I knew he was hungry, and he ignored it steadily.  Clearly, my kitty has preferences.  I have tried some other Petite Cuisine flavors (<a href=""http://www.amazon.com/gp/product/B001BDDTB2"">Petite Cuisine Variety Pack (Yellowfin, Snapper, Tuna & Sole, Tuna & Shrimp) for Cats, 3-Ounce Cans (Pack of 24)</a>) that are available on Amazon.  He will chow down on Tuna & Shrimp flavor but generally doesn't seem to like the other seafood PC flavors (though he will eat them if left with them, unlike the Sesame Chicken reaction).<br /><br />My point is that my cat is picky, and he will eat at least some flavors of this happily even though he's rejected MANY high-quality foods in the past.  It is nice to have an alternative to the one brand.  I'm also happier with him eating this food given the good ingredients and pleasant appearance and scent.<br /><br />I do want to add/note that there are many folks who are mentioning that the food is more liquid than substance.  That is definitely true for the Pot Pie flavor, but it is not true for Petite Cuisine in general.  The Pot Pie is definitely made to resemble soup.",positive
562847,B0009YJ4CW,A1QLQCJVGCQPP0,Brock Rumer,6,6,1,1273708800,Do not leave unattended,"This toy billed to keep dogs entertained for hours lasted my dog 20 min.<br /><br />Be very careful with this toy. My boy ended up swallowing a big piece which made him sick and resulted in a very expensive trip to the vet. Fortunately it did not cause a blockage, but I'm not taking the risk.",negative
419099,B003DA54LO,A3QQUSYWC5DO1K,"lmcpoodles ""lmcpoodles""",0,0,1,1336780800,much too greasy,That pretty much says it all.  I couldn't even stand touching them.  I've bought pigs ears for decades and these are the most greasy I've ever tried.,negative
491557,B001EO773O,A1DSZG628PUK44,amy smallman-winston,0,0,2,1238371200,bitter,I would not purchase this coffee again. Although drinkable- it needs a lot of creamer to drown out the bitterness.,negative
78508,B003O81FZY,A3VXMN55TQ4ROG,Greg,1,1,5,1339718400,Cat Loves it,"My tabby likes this food alot,and its healthier without the fillers.It's more expensive but it's worth the health of my cat.Greg",positive
288260,B000ENUC3S,A11CK6P4SLO6RU,A Customer,1,1,5,1167782400,One of the BEST bars and flavors,I absolutely LOVE the Chocolate Cononut Chew Larabars!  I have tried most of the larabar flavors and the taste and texture are delicious with all the flavors I have tried.  This is my absoulte fav with only 5 all natural ingredients.  My second choice is the pecan pie larabar.  Almost as good as this one.  I eat one for breakfast and then follow with a light mid-morning snack.,positive
362992,B001LQTHYW,A3OZ7R5V4LH35Y,Elizabeth A. Dunn,2,3,5,1251417600,Baronet Coffee,"Baronet coffee pads are a great tasting coffee, that we can use for our coffee (pod) maker.  Excellent tasting.",positive
193979,B002UQ17Z4,AAINCP8IUQQ0S,Ariana,0,0,5,1287705600,authentic spices & no caffeine,"My favorite chai tea-- very satisfying, picks me up without the caffeine buzz & problem sleeping.",positive
499670,B000CQID6U,A3UQ3AHZSWCRX8,Alicat,0,0,1,1342569600,Unpleasant,"This tea is unpleasantly heavy on the cloves, which is an ingredient that should ALWAYS be used sparingly for just a hint of flavor. It completely burned out my palate.",negative
338814,B002CYLV5U,AH2NM0XRJ40TC,A. Guilbault,1,1,5,1309737600,Wellness Pouches,"My cas love this high quality, healthy food. Wellness pouches are a great food for all cats of all ages.",positive
220510,B0034EDLS2,A6D0VD9INFG6S,COOL GUY,0,7,2,1335830400,TOO OILY!!,I am not an expert of food but something tells me when a bar is overloaded with and an oily residue its not healthy for yah!! i would not recommended this product unless your starving for food!,negative
464574,B000UBD88A,A3T6Q58C1Q4X3G,Else Kernkamp,0,0,5,1290384000,Senseo coffee,"This is excellent dutch Douwe Egberts coffee for the Senseo coffee machine.  The Sumatra blend is my favorite, but other flavors are good also.  The on line price compares well with store prices, that is, if you can find it in your grocery store.  Tried other brands that fit the Senseo machine, but this one is the best in my opinion.",positive
415081,B000L1K6BG,AYVU9K43SV46Y,Lulu,1,5,1,1199664000,Where are my Mars Bars????????????,I never recieved the Mars Bars that were ordered. I am very disappointed of the service. I'd like to ask for a refund.,negative
552084,B0002NYO1G,A1SMIA6XB20YKT,Nova &amp; Zoe,0,0,4,1321315200,"Yummy, yummy Lavender.","I have been looking for more culinary lavender for awhile after using up all that I grew a couple of seasons back. Lavender cookies, infused oils, and teas make great homemade gifts for the holidays. The lavender was well packed and smelled great!",positive
150398,B001EQ596O,A3LHH530B23B4I,MG,1,3,1,1298419200,"Didn't like it, Wrong one","I had bought Nestle Dark Chocolate in a single box at local store and loved it.  Then on Amazon, I saw the 50-count, 2-pack size and the outside of the box in the picture also said ""Dark Chocolate"" so I ordered it.  Much to my surprised, it was awful, and the ingredients were different too.  It showed up as ""Dark Hot"" when I ordered it but I went by the picture online and thought it was just a different name for differentiating it from the regular single boxes of Dark Chocolate.  Nope.  Tasted awful and I ended up embarrassingly giving one box to the needy Food Bin and gave the other opened box to some people at work.  Not the same thing at all even though it says ""Dark Chocolate"" (still does), it is NOT the same as the single box of Dark Chocolate with 8 envelopes sold in pack of 12.  I will not buy the actual one I like at Amazon as the price is about the same as my local store.  But if you like the Dark Chocolate generally sold as 8 packets in a box, be aware it is NOT the same thing as the 50-count box labelled Dark Chocolate on the outside.",negative
75352,B001E5E0YW,A2OWR5G2OAQF7C,Sincerely Yours,0,0,5,1266710400,Great texture. light on the stomach and gluten free!,"So you find one member of your family has gluten issues and the rest of the family loves pasta.  Finally, we found a gluten free pasta that pleases the taste buds of those pasta lovers and yet addresses the gluten issue.<br /><br />We found this pasta brand was quick to cook, very light in texture, tasty but still had the pasta-consistency (not soggy and did notfall a part) you have gotten used to.<br /><br />The pasta is tasty enough that even the pasta lovers in our family are prepared to switch permanently to this gluten-free brand!",positive
330918,B001D0676C,A38E4TSXFOY3SR,S. Wyant,0,0,5,1254182400,Pizza Crust,"This is a great GF product, and one of the best home-made pizza crusts I have ever made. These mixes are easy to use and taste great. I make three personal pan pizzas in round cake pans instead of one large pizza. I think the crust cooks better this way. You can also make yummy garlic bread out of the mix.",positive
491407,B001P05K6I,A2J5JPAJ5AXVOD,AW,0,0,1,1326326400,My Cairn Terriers Would Not Chew Them; Does Not Mean They are Bad,"I have two nine year old Cairn Terriers.  I have been trying everything to keep their teeth clean to avoid putting them under anesthesia to have their teeth cleaned by my veterinarian.  I bought these and my guys would not go near them.  They look great and smell good too.  I finally gave them to my neighbor who just adopted a rescue Cockapoo pup.  He is still a puppy and liked them because he needs to chew all the time.  So, if you are planning on buying these, just know that I tried them, they look great, but they got rejected.  Some pups like them and some pups do not.  They made a great welcome gift for the new adopted puppy and that makes me feel great, so my investment was not wasted.",negative
399215,B000VK4K3W,A38Z30KAT7J1PS,"yojimko ""Alex""",2,3,1,1261267200,sitting on the shelf too long.,"This was not a ""fresh"" product.  My cats (nine total) normally love this product, but it had that old smell to it.",negative
261463,B0017T6S1I,ANRUAOJ7OPYW5,Chris Newman,5,6,2,1259366400,Revised Review-Ingredients are Changed,"I gave this product the highest rating when I first reviewed it.  Now I have found out that jasmine flowers are no longer one of the ingredients. Why the best ingredient would be removed is beyond my comprehension - oh, I just realized it probably has something to do with money (duh).<br /><br />I can't recommend this tea. Now I make my own jasmine tea (with flowers). I hope the company returns to their original recipe.",negative
92518,B0005Z5X0W,A1HUBH6HV5KUVQ,"Philip J. Fry ""Purge-atory""",0,0,1,1157760000,Missing the old recipe,"These were once my go-to snack, now they are disgusting. They are indeed totally burnt not to mention so thin, they end up pulverized crumbs in a bag instead of the thick, simply salted, bagel toasts they used to be. These little wafers could not withstand the crappiest of dips, let alone a cream cheese-loaded knife. I wouldn't buy them if I were you.",negative
237900,B004P6ITRQ,A1Z1N5PHQ7S3PZ,J. ALDER,1,1,1,1152057600,That Company SUCKS and Hard to Deal With,"It took forever to get my cookies, and I paid for express shipping and got my product 3 weeks later, I will never order from that company again.",negative
171858,B0009YSD6U,A1HMEGR1W8V40U,Cath Curry,0,0,1,1349913600,All 3 of my cats refused to eat it,This comes in a case of 24 so I bought one can locally before ordering the large amount.  Good move!  I have 3 cats and none of them would eat it. This review is for the mature gourmet beef entree. Haven't tried the other favors yet.,negative
82245,B0006GXFSW,A30EQQHKKZ2PZ2,Siberian Husky,2,5,1,1240185600,The price has skyrocketed and my human is peeved.,"The actual product is fine.  It's recommended by my vet and I gobble it up daily.  I prefer my owner's food but she's stingy with it so I have no choice.  I even enjoy it at times.  My human was thrilled to order it in Feb 2009 and have it show up on our doorstep (no hauling of heavy bag in and out of car) and it was actually slightly cheaper than if she'd bought it from our local pet megalomart chain store.  I don't like the megalomart all that much.  The floors are slippery and they make my nervous.  But then again, I do like to watch the ferrets.  Oh, little ferret, squeeze your squirmy body of of that glass case. I want to play with you soooooo badly......<br />Anyway... my human went to re-order and the price has jumped by $3 and the shipping and handling went from $6.49 to $19.01.  Her yelp of horror scared me out of sound sleep.  I was dreaming of open fields and frisky ferrets.  ""Seriously?"" she screeched? ""The total price jumped from $41.62 to $57.50 in two months time?""  She's on a rant.  She's going back to the pet megalomart because she can haul her own bag of food for that price.  Oh, all you fine wee ferrets, get ready, I'm coming to seeeeee yooooouuuuuuu!!",negative
126148,B000XQ5HDQ,A17TPOSAG43GSM,Herrick,0,0,2,1299110400,Doesn't meet expectations,"Sounded like a great product - pepperoni with an extra kick of flavor. But when I first bit into it, it tasted bland and strange - I was expecting something like the Slim Jim Pepperoni sticks, which are soft and flavorful. Another thing I dislike, is that neither the box nor the product itself contains any nutrition information - you have to mail them to get the info, it says. 29 sticks to go..",negative
180845,B007Y59HVM,A1TWNUN1CFHA4L,M. Bridge,3,4,5,1322438400,Great cup of coffee,"Had to try this as soon as I received it. Made a great bold cup of coffee. Was very impressed  with the ""pod"". Very little waste, as compared to the regular k-cups. I will be trying different flavors in the future.",positive
331600,B002K6CDAW,A20WZCDGVPLE7X,"Seamonkey ""seamonkey""",0,0,1,1264809600,break easily- would NOT recommend,"I really like all the other Green Sprouts products, but these are a no-go. Both the spoon and fork were broken easily by my 9 month-old baby. The spoon he easily snapped in half and the fork was shattered by him pounding it on the high chair tray. Luckily I was right there because the utensils broken and shattered into small pieces that were very sharp. I think they could be very dangerous if he swallowed a shard or put the broken end in his mouth. I would not recommend these at all. Instead try the Green Sprouts silicone toddler spoon. It is soft and flexible and has not yet broken for me.",negative
515402,B001AMLQNW,AUDFIT02O76Q0,Ct Yankee,0,1,4,1295568000,Lotsa Chocolate,"Short & sweet.  These chocolate delights are hard to find in many areas. I found them on Amazon & bought a case & will surely buy more. Just the thing for that ""Chocolate Fix"".",positive
537978,B000YT9CQU,A1AZIJJKAKQTI3,"Johanna Scaglione ""BBBFEM""",3,4,5,1223251200,Great product,The ordering through Amazon and the product were excellent.  I have found that there is something to be said for portion control.  It has made staying on target with food portions much easier.,positive
352831,B005LJ50SW,A2LYTU3ICQZVVR,Lio,0,0,1,1338336000,Rabbits are not to have dairy!,"Rabbits are not to have any form of dairy, whether it be cheese, milk, yogurt, whey, casein, or anything else. Unfortunately, there are many companies out there that are only aiming to increase profits and have no knowledge about the animals they market their products for, and unsuspecting caregivers of the animals buy their products with good intentions, but end up harming their furbabies in one way or another. I've even found fish meal, yes, ground up fish, in treats for rabbits! Rabbits are herbivores! After being weaned, they survive and thrive on only plant matter.<br /><br />Take care of your bunnies and do not purchase any ""Yogies"" or other dairy treats for them, and ask others to do the same.",negative
259672,B00817FM3E,A3B5E4KBU6WEGJ,jjs,1,1,2,1346803200,weak in flavor,"I bought Chai tea before that was not decaff and I loved it. Unfortunately, I don't remember the brand. I bought this so I could drink it in the evening and not worry about caffeine keeping me awake. I received it today and had 2 cups so far.  It has a very weak flavor compared to the other one I bought. I guess it would be OK with alot of sugar and milk but the other one I tried didn't need it. I won't buy it again.",negative
365473,B000CQG89Y,AYBGKZKU4Q99S,Erin L. Simpson,0,3,2,1240185600,Disappointed,I thought for sure I was going to love this tea. I love licorice and I like my teas sweet. I was so disappointed in the flavor of this product! It has very little licorice taste and an almost sickening after taste and smell. I added sugar to it as I did not find it very sweet. I ordered the 6 box pack of this so I guess I have 5 boxes of it to give away,negative
109722,B0030VJ97Q,A20WEADHE51IPW,Merideth,3,3,1,1336003200,"This used to be a good product but the new ""recipe"" is really bad.",This used to be a hearty and great meal for my twin girls who have both loved it since they were 9 months old but they recently changed the recipe and it is watery and disgusting now. Very disappointed. And it seems that amazon does not allow you to complain directly to Happy Baby or return the product even though it has changed. seems unfair.,negative
93327,B007TGDXMU,A317Y1MP6IJ8VN,"Will Anderson ""Will""",1,2,5,1344297600,Very good value...,"I've been purchasing K-Cups from Amazon for about 6 months now since I found the pricing to be cheaper than what I can get in the stores (even if I clip coupons and look for the sales.)  I was excited to see how cheap these were per cup when I first ran across the SF brand.  I read a number of reviews and was skeptical of the ""cupless"" style of packaging.  I have to say that I took the chance and I am very happy with the product.  First the coffee is very good to me.  That's a matter of taste, but I think you'd have to be VERY picky about your coffee to say that this is a bad flavor in any way.  There are 10 cups in each clear bag.  8 bags in my box.  I simply cut open the bag and transfer to a ziplock.  I have no grounds in my coffee at all.  The cups are very clean - no additional mess in the machine at all.  Overall, a great product.",positive
